X,Y,OBJECTID,Category,Subcategory,Defined_Category,Name,Organizer,Website,Address,City,Province,Country,PostalCode,CreationDate,Creator,EditDate,Editor,GlobalID
-78.869257999970188,43.880063999880697,87,CULTURAL ENTERPRISES,MUSIC,MUSIC INSTRUCTION AND STUDIOS,Kindermusik Of Oshawa-Durham,,,540 CROMWELL AVE,OSHAWA,ONTARIO,CANADA,L1J4V4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,f4335d8c-0b7e-491c-8385-2c7daa7e30f7
-78.81494099980327,43.904400999680142,88,CULTURAL ENTERPRISES,MUSIC,MUSIC INSTRUCTION AND STUDIOS,Liisa's Piano Studio,,,70 ELAWN ST,OSHAWA,ONTARIO,CANADA,L1H7J8,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-07-20T14:03:53.250Z,City.of.Oshawa,a3cff776-a367-4573-83ef-fd29c6391a09
-78.873918999551691,43.921407000028132,89,CULTURAL ENTERPRISES,MUSIC,MUSIC INSTRUCTION AND STUDIOS,Long & Mcquade Musical Instruments,,www.long-mcquade.com,902 Simcoe St N,Oshawa,Ontario,Canada,L1G 4W2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T20:45:59.157Z,mmandel_oshawa,34ff34cf-b24a-430d-9b21-b389b2b8ea1a
-78.828591000258456,43.894009999815125,90,CULTURAL ENTERPRISES,MUSIC,MUSIC INSTRUCTION AND STUDIOS,PFG Music Services,,pfgmusicservices.com,438 HARCOURT DR,OSHAWA,ONTARIO,CANADA,L1H6V6,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,00c9b409-a2d4-4f73-adf2-eca831aa289c
-78.860735999975034,43.915747000264012,91,CULTURAL ENTERPRISES,MUSIC,MUSIC INSTRUCTION AND STUDIOS,Upscale Music Studios,,,605 RITSON RD N,OSHAWA,ONTARIO,CANADA,L1G5R5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,9ca260f8-5319-4573-b828-65fb3c57c22c
-78.834186999625345,43.904780000068392,92,CULTURAL ENTERPRISES,MUSIC,MUSIC INSTRUCTION AND STUDIOS,Upscale Music Studios,,UPSCALEMUSICSTUDIOS.COM,15 HARMONY RD N,OSHAWA,ONTARIO,CANADA,L1G6K8,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,331b52ca-8a8e-44a2-85e1-50069bd2a170
-78.853229000131222,43.907331000290355,93,CULTURAL ENTERPRISES,MUSIC,MUSIC INSTRUCTION AND STUDIOS,Vocal Studio,,,370 ADELAIDE AVE E,OSHAWA,ONTARIO,CANADA,L1G2A1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,7e5eec8c-825f-4fe5-981c-9a187bf6567c
-78.860474999859136,43.890924000251907,94,CULTURAL ENTERPRISES,MUSIC,MUSIC INSTRUMENT AND SUPPLIES STORE,Fret Fanatic,,RETFANATIC.CA,253 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H4H3‎,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,877aa6cd-d332-4a0a-ae90-5577f9b3b36b
-78.873918999551691,43.921407000028132,95,CULTURAL ENTERPRISES,MUSIC,MUSICAL INSTRUMENT AND SUPPLIES STORES,Long & Mcquade,,www.long-mcquade.com,902 Simcoe St N,Oshawa,Ontario,Canada,L1G 4W2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T20:46:28.732Z,mmandel_oshawa,bd08fdca-95b5-4864-a851-d5dc1899620c
-78.880283999920906,43.930228000104542,97,CULTURAL ENTERPRISES,MUSIC,MUSICAL INSTRUMENT AND SUPPLIES STORES,Telep Piano & Clocks,,www.telep.ca,90 Russett Ave,Oshawa,Ontario,Canada,L1G 3R5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T20:21:28.095Z,mmandel_oshawa,1b618190-b54d-4493-82e6-0ebee1e61a42
-78.860474999859136,43.890924000251907,98,CULTURAL ENTERPRISES,MUSIC,MUSICAL INSTRUMENT AND SUPPLIES STORES,Wai Music,,,253 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H4H3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,e8ba9d42-2b16-4967-b4d4-c0c849ba8d5c
-78.864614000107139,43.899903999808707,99,CULTURAL ENTERPRISES,MUSIC,MUSICAL INSTRUMENT AND SUPPLIES STORES,Wilson & Lee Ltd,,wilsonandlee.ca,87 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1G4S3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,c7a13248-19a9-43cb-9d4e-df7207974ce0
-78.861029999702922,43.89673300029073,100,CULTURAL ENTERPRISES,MUSIC,MUSICIANS,The Music Man DJ Service,,HTTP://WWW.MUSICMANDJ.CA/,59 ALBERT ST,OSHAWA,ONTARIO,CANADA,L1H1B4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,33f73275-0c4c-415a-bb8e-af5503c217cf
-78.849402999877668,43.895362000154051,101,CULTURAL ENTERPRISES,MUSIC,SOUND RECORDING STUDIOS,Ambassador Records,,ambrec.com,185 OSHAWA BLVD S,OSHAWA,ONTARIO,CANADA,L1H5R6,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,93361ecc-c549-4924-a888-63fdac0e3fc0
-78.849623999810618,43.87727299983387,102,CULTURAL ENTERPRISES,MUSIC,SOUND RECORDING STUDIOS,Rehearsal Factory,,www.rehearsalfactory.com,827 GORDON ST,OSHAWA,ONTARIO,CANADA,L1H4V8,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,adedadbe-d82f-47a6-9b6e-efefae7c6e65
-78.873526999914532,43.899986000167033,103,CULTURAL ENTERPRISES,PERFORMING ARTS,SYMPHONIES & ORCHESTRAS,Durham Youth Orchestra,,WWW.DYOMUSIC.COM ,168 Gladstone Avenue,Oshawa,Ontario,Canada,L1J4E7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-28T18:02:14.017Z,mmandel_oshawa,38904065-e4fc-4909-8df9-1c6f66eec5d6
-78.864557000205721,43.899386000176435,104,CULTURAL ENTERPRISES,PERFORMING ARTS ,SYMPHONIES & ORCHESTRAS,Ontario Philharmonic,,http://www.ontariophil.ca,64 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1G4S2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,069ec711-7f2e-4e8c-834d-1bb0dc04837e
-78.843409999952442,43.882650000112498,105,CULTURAL ENTERPRISES,PERFORMING ARTS,THEATRE COMPANIES ,Dancyn Productions,,http://www.dancynproductions.com,681 DNIPRO BOULEVARD,OSHAWA,ONTARIO,CANADA,L1H5N6,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,95bbba8f-d55f-4f23-8d75-9c4e33706c48
-78.866764999885277,43.895833000005261,107,CULTURAL ENTERPRISES,PERFORMING ARTS,THEATRE COMPANIES ,Durham Shoestring Performers,,www.durhamshoestring.org,45 QUEEN ST,OSHAWA,ONTARIO,CANADA,L1H 3Z3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,c28ff82e-74e9-4e19-be35-dff3a623846a
-78.822818182606383,43.916161668794366,108,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Better Memories Photography,,www.bettermemories.ca,398 Le Sabre Street,Oshawa,Ontario,Canada,L1K 1E4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-14T14:40:36.137Z,mmandel_oshawa,920d2e14-c063-4b83-a0c9-2f7005940165
-78.864764999719867,43.855809999932973,109,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Caitlin Hickey Photography And Imaging,,CHPHOTOIMAGE.COM,1452 FLEMING CT,OSHAWA,ONTARIO,CANADA,L1J8A9,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,fc713297-325e-4ca2-9a4a-03d112b44a37
-78.879851000275863,43.893810999776534,110,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Cherry Hill Photo,,www.cherryhillphoto.com,419 KING ST W,OSHAWA,ONTARIO,CANADA,L1J2K5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,cfc4cdf5-894c-4bbe-8d5f-3b8219615dae
-78.889954999961688,44.006411999911172,111,CULTURAL ENTERPRISES,Photography,Photographers,Gallery 282 Ltd,,www.gallery282.com,840 Howden Rd E,Oshawa,Ontario,Canada,L1H 7K4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T18:25:19.999Z,mmandel_oshawa,ee105b0f-de62-4d70-8a89-d1018e502cc9
-78.81565100035607,43.906360999773426,112,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Goodall Media Inc,,www.goodallmedia.com,1300 KING ST E,OSHAWA,ONTARIO,CANADA,L1H8J4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,3fd5978d-118a-47dd-80b3-cbfa6d1282d2
-78.823001999665962,43.900387999910919,113,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Heather Windsor Photography,,www.heatherwindsor.com,1051 BASSWOOD CT,OSHAWA,ONTARIO,CANADA,L1H2G9,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,19558b30-d74d-45e9-a017-bb20c9e201e3
-78.81565100035607,43.906360999773426,114,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Insignia Photography,,insigniaphotography.com,1300 KING ST E,OSHAWA,ONTARIO,CANADA,L1H8J4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,7d4c1a1a-8247-4738-bded-3c8066924788
-78.864431999633936,43.93903900029806,115,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Joanne's Photography Wedding,,,441 Stonegate Ave,Oshawa,Ontario,Canada,L1K 2L7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T18:51:28.686Z,mmandel_oshawa,a6e72fb3-04bc-4b2a-abeb-445a0d40fba4
-78.851588999815931,43.859429999685652,116,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Kaspi Films,,www.kaspi.ca,559 MONTEITH AVE,OSHAWA,ONTARIO,CANADA,L1J1E2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,339df0c7-a8a7-44ce-b638-4da9b817b4ed
-78.833245017835452,43.878129278419344,117,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Lifetouch Canada Inc,,lifetouch.ca,350 Wentworth St E,Oshawa,Ontario,Canada,L1H 7R7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T20:44:44.039Z,mmandel_oshawa,db13af0e-9455-4806-8288-45e96ee3b8f2
-78.860873000242393,43.896079000083461,118,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,"Rod Macpherson, Photographer",,RODMACPHERSONPHOTOGRAPHY.COM,74 ALBERT ST,OSHAWA,ONTARIO,CANADA,L1H4P9,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,1cae959a-3459-4edf-a7f6-a42264cca019
-78.879851000275863,43.893810999776534,119,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Sears Portrait Studio,,www.searsportrait.ca,419 KING ST W,OSHAWA,ONTARIO,CANADA,L1J2K5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,7ff80d71-b458-4998-8096-3570fe4cc19e
-78.868105999551531,43.907634000253687,120,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,SLR Photography,,slrphotography.ca,382 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1G4T6,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,ec8f31cb-6f90-419a-b8db-19a31e89d766
-78.886929999599218,43.894697000182447,121,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Still Moments Wedding Photo,,stillmomentsphotography.ca/,547 Lombardy Ave,Oshawa,Ontario,Canada,L1J8H5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-28T17:49:06.590Z,mmandel_oshawa,9b93cb2a-2599-4cc9-9ae9-3eebacf2dddd
-78.863222000387267,43.892166999731138,122,CULTURAL ENTERPRISES,PHOTOGRAPHY,PHOTOGRAPHERS,Portraits By Goguen,,,191 CENTRE ST S,OSHAWA,ONTARIO,CANADA,L1H4A7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,d6c63bdd-bd9e-4e60-8b94-c8d7820d191a
-78.827756999857115,43.878170000255665,125,CULTURAL ENTERPRISES,PUBLISHING,NEWSPAPER PUBLISHERS,Metroland Durham Region Media,,http://www.durhamregion.com/durhamregion/,865 FAREWELL AVE,OSHAWA,ONTARIO,CANADA,L1H6N8,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,6cbd8250-1bfa-403b-b6ac-31cb39d7aab1
-78.862707999653054,43.895353000289681,126,CULTURAL ENTERPRISES,PUBLISHING,NEWSPAPER PUBLISHERS,Oshawa Central Newspaper,,http://www.ocentral.ca/,82 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H4G6,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,e3d8ddf0-c2ba-448c-8329-1c9efceb48a7
-78.88675899989498,43.876552000306695,127,CULTURAL ENTERPRISES,PUBLISHING,NEWSPAPER PUBLISHERS,Oshawa Express Newspaper,,www.oshawaexpress.ca,600 THORNTON RD S,OSHAWA,ONTARIO,CANADA,L1J6W7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,e2d636eb-2234-40a2-8096-00541aa10053
-78.81565100035607,43.906360999773426,128,CULTURAL ENTERPRISES,PUBLISHING,NEWSPAPER PUBLISHERS,Snap Oshawa,,www.snaposhawa.com,1300 KING ST E,OSHAWA,ONTARIO,CANADA,L1H8J4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,08af5f22-d059-401b-8837-73946553dccd
-78.853224999933261,43.881053000074715,129,CULTURAL ENTERPRISES,PUBLISHING,OTHER PUBLISHERS,Map Art Publishing Corporation,,MAPARTMAPS.COM,70 BLOOR E,OSHAWA,ONTARIO,CANADA,L1H3M2‎,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,d52d36eb-e4e8-4180-bd39-30e4e46f1397
-78.897278389496805,43.907258418366489,131,CULTURAL ENTERPRISES,PUBLISHING,PERIODICAL PUBLISHERS,Parkhurst Publishing Inc,,,553 Prestwick Dr,Oshawa,Ontario,Canada,L1J 7P4‎,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-14T15:00:16.653Z,mmandel_oshawa,be9febd1-1fdc-4c77-b872-0de017ae9240
-78.862588000002461,43.897740999892974,132,CULTURAL ENTERPRISES,VISUAL ARTS,VISUAL ARTS MATERIALS SUPPLIERS,Art Affairs,,HTTP://WWW.ARTAFFAIRS.BIZ/,27 KING ST E,OSHAWA,ONTARIO,CANADA,L1H1B2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,4f4d3b4d-314d-4e3c-9df4-2fe3338858f4
-78.870205000349458,43.877169000093872,133,CULTURAL ENTERPRISES,VISUAL ARTS ,VISUAL ARTS INSTRUCTION,Ceramics Canada,,ceramicscanada.com,385 BLOOR ST WEST,OSHAWA,ONTARIO,CANADA,L1J5Y5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,f2894d6f-7b0d-4f84-9f7b-6bf9a15985c4
-78.873121999858569,44.022554999834661,134,CULTURAL ENTERPRISES,ZOOS AND AQUARIUMS,ZOOS,Ken Jen Petting Zoo,,http://www.kenjenzoo.com/,4499 Grandview Street North,Oshawa,Ontario,Canada,L1H 7L1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T18:18:46.654Z,mmandel_oshawa,1511046c-f7cd-4622-a253-d0e85e9ea7d5
-78.862702999630187,43.994220000157469,135,CULTURAL ENTERPRISES,ZoosAnd Aquariums,Zoos,Oshawa Zoo & Fun Farm,,www.oshawazoo.ca,3377 Grandview ST N,Oshawa,Ontario,Canada,L1H 8L7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T18:49:55.924Z,mmandel_oshawa,6fd3c648-6ba8-42d0-8072-1f8b31e0f256
-78.839160357767796,43.941137480839195,136,CULTURAL FACILITIES,CINEMAS,CINEMAS,Cineplex Oshawa Cinemas,,cineplex.com,1351 Grandview St N,Oshawa,Ontario,Canada,L1K 0G1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-14T14:07:53.955Z,mmandel_oshawa,575d58c4-b5b9-45d6-ae64-f600adceea11
-78.866764999885277,43.895833000005261,137,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Arts Resource Centre,,,45 QUEEN ST,OSHAWA,ONTARIO,CANADA,L1H 3Z3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,6132393b-4803-4934-8620-c7c66b521798
-78.836437999860919,43.888214000238456,138,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Kingside Park/Community Hall,,,537 TENNYSON AVE,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,3b091343-6778-4890-b8c8-f9a9a40da2ce
-78.847704000011149,43.905549000260173,139,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Woodview Community Centre,,WOODVIEWPARK.ORG,151 CADILLAC N,OSHAWA,ONTARIO,CANADA,L1G6C3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,457470bc-4e10-421a-ba7d-5d91b117d535
-78.831865000142969,43.899784999924513,140,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Donevan Recreation Complex,,,171 HARMONY RD S,OSHAWA,ONTARIO,CANADA,L1H6T4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,6c9aa581-9f6c-4b19-a667-0db6a9b4ea1e
-78.85311805081011,43.947945599379949,141,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Legends Centre,,http://www.oshawa.ca/Modules/Facilities/Detail.aspx?id=362643ba-752e-464a-8d21-ea8dd40a2353,1661 Harmony Rd N,Oshawa,Ontario,Canada,L1H 7K5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T19:14:53.645Z,mmandel_oshawa,860afe39-68c5-4c3b-81b7-d4bfc81c3288
-78.891391606874322,43.888265727825228,142,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Civic Recreation Complex,,oshawa.ca,99 Thornton Rd S,Oshawa,Ontario,Canada,L1J5Y1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-28T17:46:43.088Z,mmandel_oshawa,8e8d65cc-1169-4f55-ba60-8d85d4d08b0b
-78.847057000105863,43.859611999847367,143,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,South Oshawa Community Centre,,,1455 CEDAR ST,OSHAWA,ONTARIO,CANADA,L1J0A8,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,c3578c99-8f49-48e0-b41d-09750a5a41ba
-78.834186999625345,43.904780000068392,144,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Harmony Creek Community Centre,,,15 HARMONY RD N,OSHAWA,ONTARIO,CANADA,L1G6K8,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,06c036e9-78c5-4ec5-a1b7-28c9e210d28e
-78.872504036472037,43.897928853141345,145,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Valleyview Community Centre,,,81 Gladstone Ave,Oshawa,Ontario,Canada,L1J4E4 ‎,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-28T18:05:36.359Z,mmandel_oshawa,17400b6d-90b0-4c47-b88a-a4a8afe3fe1a
-78.870454999696392,43.928283000064191,146,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Northview Community Centre,,www.oshawa.ca,150 Beatrice St E,Oshawa,Ontario,Canada,L1G 7T6 ‎,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T20:58:51.769Z,mmandel_oshawa,92c90f9c-6136-4baf-bfd5-da7c92947c3e
-78.850736000046311,43.895778999931025,147,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Bathe Park Community Centre,,,298 EULALIE AVE,OSHAWA,ONTARIO,CANADA,L1H5R4 ‎,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,3a41a725-045d-4066-8d46-ade368cf9f02
-78.870776999911669,43.889481999817363,148,CULTURAL FACILITIES,COMMUNITY CENTRES,COMMUNITY CENTRES,Rundle Park Community Centre ,,,241 Park Rd S,Oshawa,Ontario,Canada,L1J4H1 ,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-28T17:59:31.712Z,mmandel_oshawa,381704e4-77a1-4ba1-8cb5-1e1f6665a0fc
-78.863835999782282,43.898142999906554,149,CULTURAL ENTERPRISES,"Antiques, Crafts, Books Store, Music Stores",,The Simcoe Mall,,,19 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1G4R7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-30T18:10:25.022Z,mmandel_oshawa,be6ef25d-1bee-458d-8660-1d450655f528
-78.837186999873452,43.911526999967506,150,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,SECONDARY SCHOOLS ,Eastdale Collegiate And Vocational Institute,,,265 HARMONY RD N,OSHAWA,ONTARIO,CANADA,L1G6L4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,e726f6c7-6df0-4c13-a678-25b86380bc4b
-78.892232905160625,43.911079063663124,151,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,SECONDARY SCHOOLS ,Paul Dwyer Catholic High School,,pauldwyer.dcdsb.ca,700 Stevenson Rd N,Oshawa,Ontario,Canada,L1J 7S2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-14T14:46:23.922Z,mmandel_oshawa,37466c85-fd68-4877-bce0-691e86f7b3ad
-78.866943999985409,43.905429000049494,152,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,SECONDARY SCHOOLS ,O'Neill Collegiate and Vocational Institute,,,301 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1G4T2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,cbad754d-ae12-4506-9ff8-ff59624222a7
-78.868995036043856,43.906038952341696,153,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,POST SECONDARY SCHOOLS,Queen's University At Lakeridge Health,,,1 HOSPITAL CT,OSHAWA,ONTARIO,CANADA,L1G4T5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-30T19:34:54.343Z,mmandel_oshawa,50b1ed0a-b09e-4f4e-9f24-78416b9c022a
-78.851080999829151,43.878100000137536,154,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,POST SECONDARY SCHOOLS,Canadian Conservatory Of Music,,,86 CONANT ST,OSHAWA,ONTARIO,CANADA,L1H3R4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-01T20:06:42.059Z,mmandel_oshawa,18399ae6-8347-47f0-82c0-bbfcc1c63782
-78.845900514460112,43.887005348816537,155,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,POST SECONDARY SCHOOLS,Club Lorely - German Language School Lorely Inc,,clubloreley.org/school/,389 Dean Ave,Oshawa,Ontario,Canada,L1H 3E1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-14T14:23:30.972Z,mmandel_oshawa,808f069f-2e4e-48c7-a01c-23ba6dcb210a
-78.891018999618481,43.944340999926155,156,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,POST SECONDARY SCHOOLS,Durham College,,durhamcollege.ca,2000 Simcoe ST N,Oshawa,Ontario,Canada,L1H7K4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T20:10:07.028Z,mmandel_oshawa,abb7da56-eaa0-416c-b470-5f3ca5b7ad71
-78.862069999968583,43.901294000134214,157,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,POST SECONDARY SCHOOLS,Mary Street Community School,,,110 MARY ST N,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,e032eb46-e0a1-4c15-815f-1d137ef4c10c
-78.879851000275863,43.893810999776534,158,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,POST SECONDARY SCHOOLS,Trillium College (Oshawa),,,419 KING ST W,OSHAWA,ONTARIO,CANADA,L1J2K5‎,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,c23ae884-f048-49cc-b8f7-6ab8689c91af
-78.89090800018873,43.890074000108612,159,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,POST SECONDARY SCHOOLS,Trent University Durham,,https://www.trentu.ca/durham/,55 Thornton Rd S,Oshawa,Ontario,Canada,L1J5Y1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-28T17:42:52.720Z,mmandel_oshawa,86fe55e4-ee28-4a62-9453-ceab792e82c9
-78.891018999618481,43.944340999926155,160,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,POST SECONDARY SCHOOLS,University Of Ontario Institute Of Technology,,,2000 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1H7K4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,c20363a0-46a1-46f8-9821-cc96c24d34ab
